created_at,source,original_text,cleaned_text,polarity,subjectivity,sentiment,lang,likes_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,retweet_hashtags,user_mentions,place,place_coord_boundaries
2022-07-12T14:22:55.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,224,Durocha18Pedro,266,358,False,,,"imanzi_m, Johnmugisha1, radiookapi, Erickkabemba, JacquesCIrumva, Rugusuki, KanyanaVanessa, Kanyamupira, albcontact, PatriotNkotanyi, ebahizi1, FARDC_off, DrMumbogoShyaka",,
2022-07-12T14:22:51.000Z,Twitter Web App,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,3320,luisesco13,73,499,False,,,RwandaMoD,,
2022-07-12T14:22:28.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,3320,HIJOLES1982,19,653,False,,,compasssecurity,,
2022-07-12T14:22:00.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,3320,Woody_Juan,152,820,False,,,RepDeFiFidonia,,
2022-07-12T14:21:35.000Z,Twitter for iPhone,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,oscarlizab,20,141,True,,,"KalindaMwene, NoelKambanda, KabarebeJames",,
2022-07-12T14:21:16.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,en,0,1659,Lazaro_Azar,3488,417,False,,,RepDeFiFidonia,,
2022-07-12T14:21:08.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,Mickest007,340,545,False,,,"RepDeFiFidonia, EugenioDerbez",,
2022-07-12T14:21:04.000Z,Twitter for iPhone,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,en,0,1659,ArrevillagaS,579,295,False,,,RepDeFiFidonia,,
2022-07-12T14:20:48.000Z,Twitter for Android,"- ¿Motivo de su visita?
- Dar lata.
- ¿Algo que declarar?
- ¡Claro!, ¡Calderón me robó la elección!

#RDF🐅 https://t.co/NoXfAhH3iS","- ¿Motivo de su visita?
- Dar lata.
- ¿Algo que declarar?
- ¡Claro!, ¡Calderón me robó la elección!

🐅 ",0.0,0.0,Neutral,es,0,3320,VICTORH49211953,80,223,False,,,"RepDeFiFidonia, EugenioDerbez",,
2022-07-12T14:20:45.000Z,Twitter for Android,"- ¡Órale!, ¡es el de los memes!

#RDF🐅 https://t.co/2J7MFCOiU1","- ¡Órale!, ¡es el de los memes!

🐅 ",0.0,0.0,Neutral,es,0,3320,gerard_jerrylar,146,313,False,,,RepDeFiFidonia,,
2022-07-12T14:20:22.000Z,Twitter for iPhone,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,en,0,0,thomhamnet,107,938,False,,,RepDeFiFidonia,,
2022-07-12T14:20:11.000Z,Twitter for iPhone,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,maad_armenta,993,1383,False,,,"RepDeFiFidonia, EugenioDerbez",,
2022-07-12T14:20:11.000Z,Twitter for iPhone,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,3320,Elizabetitha,140,76,False,,,"RepDeFiFidonia, EugenioDerbez",,
2022-07-12T14:20:02.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,en,0,1659,bronco_91,329,2593,False,,,RepDeFiFidonia,,
2022-07-12T14:20:02.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,werodejalisco,303,1367,False,,,RepDeFiFidonia,,
2022-07-12T14:19:59.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,3320,corpo_varela,4260,881,False,,,RepDeFiFidonia,,
2022-07-12T14:19:56.000Z,Twitter for iPhone,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,3320,leyendowsky,476,858,False,,,RepDeFiFidonia,,
2022-07-12T14:19:54.000Z,Twitter for iPhone,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,UNIDORVS,1208,1232,False,,,"pascal_mulegwa, PaulKagame",,
2022-07-12T14:19:34.000Z,Twitter for iPhone,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,3320,Jrovilla29,38,38,False,,,RepDeFiFidonia,,
2022-07-12T14:19:31.000Z,Twitter for iPhone,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,3320,eders_c,305,437,False,,,RepDeFiFidonia,,
2022-07-12T14:19:31.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,3320,AndresR66939043,121,209,False,,,TheoMpoze,,
2022-07-12T14:19:17.000Z,Twitter for Android,"Puros clásicos...

#RDF🐅 https://t.co/wWxIKdIsPF","Puros clásicos...

🐅 ",0.0,0.0,Neutral,en,0,1659,Inespdl,47,58,False,,,RepDeFiFidonia,,
2022-07-12T14:19:13.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,3320,teteis1975,54,1463,False,,,RepDeFiFidonia,,
2022-07-12T14:19:10.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,Bioshoch360,81,132,False,,,manaeugene,,
2022-07-12T14:19:09.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,474,AdanVarela82,1,48,False,,,RepDeFiFidonia,,
2022-07-12T14:18:51.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,172,Durocha18Pedro,266,358,False,,,RepDeFiFidonia,,
2022-07-12T14:18:46.000Z,Twitter for iPhone,"Sobando que es gerundio...

#RDF🐅 https://t.co/QFajQeeVsk","Sobando que es gerundio...

🐅 ",0.0,0.0,Neutral,en,0,1659,BraulioJar,28,439,False,,,RepDeFiFidonia,,
2022-07-12T14:18:30.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,3320,ismaelcr1974,177,1623,False,,,RepDeFiFidonia,,
2022-07-12T14:18:28.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,en,0,1659,laloluna77,20,68,False,,,RepDeFiFidonia,,
2022-07-12T14:18:00.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,tony13808,18,204,False,,,"RepDeFiFidonia, EugenioDerbez",,
2022-07-12T14:17:31.000Z,Twitter Web App,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,3320,jafg2,30,58,False,,,"RepDeFiFidonia, EugenioDerbez",,
2022-07-12T14:17:27.000Z,Twitter for Android,"Sobando que es gerundio...

#RDF🐅 https://t.co/QFajQeeVsk","Sobando que es gerundio...

🐅 ",0.0,0.0,Neutral,es,0,3320,QuihubasSantino,241,823,False,,,RepDeFiFidonia,,
2022-07-12T14:17:18.000Z,Twitter Web App,"Puros clásicos...

#RDF🐅 https://t.co/wWxIKdIsPF","Puros clásicos...

🐅 ",0.0,0.0,Neutral,es,0,3320,ianzu85,92,713,False,,,RepDeFiFidonia,,
2022-07-12T14:17:00.000Z,Twitter for iPhone,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,3320,realAlexAguirre,98,803,False,,,"RepDeFiFidonia, EugenioDerbez",,
2022-07-12T14:16:57.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,en,0,1659,kekomontes,242,328,False,,,RepDeFiFidonia,,
2022-07-12T14:16:35.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,3320,Daniel80_A,0,32,False,,,JustineHabiman2,,
2022-07-12T14:16:24.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,3320,JoeChapan,771,290,False,,,RepDeFiFidonia,,
2022-07-12T14:16:23.000Z,Twitter for iPhone,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,224,danielmgut,378,408,False,,,RepDeFiFidonia,,
2022-07-12T14:16:05.000Z,Twitter for iPhone,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,AlessandroGC91,106,646,False,,,A_Haber_,,
2022-07-12T14:15:40.000Z,Twitter for iPhone,🔴 2002'den beri bir ilk: 1 euro 1 dolardan işlem gördü: Euro'nun Dolar karşısındaki değer kaybı sürüyor. Banknot olarak tedavüle girdiği 2002 yılından beri ilk kez 1 euro 1 dolardan işlem gördü. Euro'daki değer kaybını dört soruda derledik. https://t.co/aANUvCBZFz,🔴 2002'den beri bir ilk: 1 euro 1 dolardan işlem gördü: Euro'nun Dolar karşısındaki değer kaybı sürüyor. Banknot olarak tedavüle girdiği 2002 yılından beri ilk kez 1 euro 1 dolardan işlem gördü. Euro'daki değer kaybını dört soruda derledik. ,0.0,0.0,Neutral,es,0,3320,dvqroo,1923,623,False,,,A_Haber_,,
2022-07-12T14:15:36.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,marcorv99,59,174,False,,,"RepDeFiFidonia, EugenioDerbez",,
2022-07-12T14:15:30.000Z,Twitter for iPhone,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,en,0,1659,eders_c,305,437,False,,,RepDeFiFidonia,,
2022-07-12T14:15:18.000Z,Twitter for iPhone,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,100,emplode,106,275,False,,,RepDeFiFidonia,,
2022-07-12T14:15:09.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,3320,EdgarOmarPrezH4,5,50,False,,,RepDeFiFidonia,,
2022-07-12T14:14:49.000Z,Twitter for iPhone,"Sobando que es gerundio...

#RDF🐅 https://t.co/QFajQeeVsk","Sobando que es gerundio...

🐅 ",0.0,0.0,Neutral,en,0,1659,manzanero_76,522,1230,False,,,RepDeFiFidonia,,
2022-07-12T14:14:40.000Z,Twitter for iPhone,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,3320,19Gloriasch,25,142,False,,,TomNdahiro,,
2022-07-12T14:14:37.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,3320,blade77Om,32,178,False,,,"KalindaMwene, NoelKambanda, KabarebeJames",,
2022-07-12T14:14:23.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,100,Durocha18Pedro,266,358,False,,,RepDeFiFidonia,,
2022-07-12T14:13:59.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,224,jesacost,764,4999,False,,,RepDeFiFidonia,,
2022-07-12T14:13:44.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,3320,steve_99,32,183,False,,,"RepDeFiFidonia, EugenioDerbez",,
2022-07-12T14:13:39.000Z,Twitter for iPhone,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,pablo_victor1,6052,6649,False,,,compasssecurity,,
2022-07-12T14:13:36.000Z,Twitter Web App,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,en,0,1659,kjmilla,346,331,False,,,rbarwanda,,
2022-07-12T14:13:27.000Z,Twitter Web App,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,3320,lvilla57,173,532,False,,,RepDeFiFidonia,,
2022-07-12T14:13:05.000Z,Twitter for iPad,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,ProfeHugo2,8,89,False,,,RepDeFiFidonia,,
2022-07-12T14:12:40.000Z,Twitter for Android,"Los chairos cuestionan los lazos entre Luis Echeverria y López: 
✅ Ignacio Ovalle actual director de SELGAMEX, durante el sexenio de Echeverria tuvo el cargo de Secretario partícular y Secretario de presidencia (ambos puestos, de alta confianza).

#RDF🐅","Los chairos cuestionan los lazos entre Luis Echeverria y López: 
✅ Ignacio Ovalle actual director de SELGAMEX, durante el sexenio de Echeverria tuvo el cargo de Secretario partícular y Secretario de presidencia (ambos puestos, de alta confianza).

🐅",0.0,0.1,Neutral,es,0,3320,BelloelQlolea,2417,2635,False,,,RepDeFiFidonia,,
2022-07-12T14:12:32.000Z,dlvr.it,🔴 2002'den beri bir ilk: 1 euro 1 dolardan işlem gördü: Euro'nun Dolar karşısındaki değer kaybı sürüyor. Banknot olarak tedavüle girdiği 2002 yılından beri ilk kez 1 euro 1 dolardan işlem gördü. Euro'daki değer kaybını dört soruda derledik. https://t.co/aANUvCBZFz,🔴 2002'den beri bir ilk: 1 euro 1 dolardan işlem gördü: Euro'nun Dolar karşısındaki değer kaybı sürüyor. Banknot olarak tedavüle girdiği 2002 yılından beri ilk kez 1 euro 1 dolardan işlem gördü. Euro'daki değer kaybını dört soruda derledik. ,0.0,0.0,Neutral,tr,0,5,Tr__News,6953,79,False,,,RepDeFiFidonia,,
2022-07-12T14:12:22.000Z,Twitter for iPhone,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,3320,francisco_mh,315,767,False,,,RepDeFiFidonia,,
2022-07-12T14:12:03.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,en,0,1659,Gerardo_solis95,12,63,False,,,stellaworth,,
2022-07-12T14:12:02.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,raulospahf,18,122,False,,,EINGazpromNews,,
2022-07-12T14:11:54.000Z,Twitter for iPhone,🔴 2002'den beri bir ilk: 1 euro 1 dolardan işlem gördü: Euro'nun Dolar karşısındaki değer kaybı sürüyor. Banknot olarak tedavüle girdiği 2002 yılından beri ilk kez 1 euro 1 dolardan işlem gördü. Euro'daki değer kaybını dört soruda derledik. https://t.co/aANUvCBZFz,🔴 2002'den beri bir ilk: 1 euro 1 dolardan işlem gördü: Euro'nun Dolar karşısındaki değer kaybı sürüyor. Banknot olarak tedavüle girdiği 2002 yılından beri ilk kez 1 euro 1 dolardan işlem gördü. Euro'daki değer kaybını dört soruda derledik. ,0.0,0.0,Neutral,en,0,1659,homerocar,5,87,False,,,RepDeFiFidonia,,
2022-07-12T14:11:53.000Z,Twitter for iPad,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,100,Collladarq,92,208,False,,,RepDeFiFidonia,,
2022-07-12T14:11:48.000Z,Twitter Web App,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,FLEX0310,274,213,False,,,"RepDeFiFidonia, EugenioDerbez",,
2022-07-12T14:11:47.000Z,Twitter Web App,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,en,0,1659,MMadrid21860903,438,499,False,,,TomNdahiro,,
2022-07-12T14:11:32.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,3320,jeco77_jose,92,970,False,,,RepDeFiFidonia,,
2022-07-12T14:11:24.000Z,Twitter for iPhone,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,3320,Mafaldita_02,50,287,False,,,RepDeFiFidonia,,
2022-07-12T14:11:24.000Z,Twitter for Android,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,ATijax,20,262,False,,,"RepDeFiFidonia, EugenioDerbez",,
2022-07-12T14:11:09.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,3320,Mrk_Cd,865,4999,False,,,RepDeFiFidonia,,
2022-07-12T14:10:38.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,en,0,1659,shiryseven,291,2068,False,,,RepDeFiFidonia,,
2022-07-12T14:10:36.000Z,Twitter for iPhone,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,1659,tonchibronca,231,728,True,,,"RepDeFiFidonia, EugenioDerbez",,
2022-07-12T14:10:33.000Z,Twitter for iPhone,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,es,0,3320,Hector405123,1818,5001,False,,,RepDeFiFidonia,,
2022-07-12T14:10:08.000Z,Twitter Web App,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,es,0,89,rafaelalemanco,38,88,False,,,RepDeFiFidonia,,
2022-07-12T14:10:02.000Z,dlvr.it,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,tr,0,5,TR__Via,6190,15,False,,,RepDeFiFidonia,,
2022-07-12T14:09:59.000Z,Twitter Web App,"- ¿Betty, mi maleta?

- Ya está, llevas:

Tu detente y $200 pesos,
Tu Amlito para dormir,
Tu pijama favorita,
Tu gorra del Che,
Tamalitos por si te da hambre,
Tu libro de economía para que le enseñes al Biden ese,
Y tu barra para que desmanteles la Estatua de la Libertad.

#RDF🐅 https://t.co/pR6DV5Tyxp","- ¿Betty, mi maleta?

- Ya está, llevas:

Tu detente y $200 pesos,
Tu Amlito para dormir,
Tu pijama favorita,
Tu gorra del Che,
Tamalitos por si te da hambre,
Tu libro de economía para que le enseñes al Biden ese,
Y tu barra para que desmanteles la Estatua de la Libertad.

🐅 ",0.0,0.0,Neutral,en,0,1659,ismarturuiz,603,927,False,,,RepDeFiFidonia,,
2022-07-12T14:09:48.000Z,Twitter for Android,"Ouch...

#RDF🐅 https://t.co/2Fmda0pirc","Ouch...

🐅 ",0.0,0.0,Neutral,en,0,1659,PipoGFuentes,124,520,False,,,"RepDeFiFidonia, EugenioDerbez",,
